"","Usage","Month","value"
"2256","Furnishings_and_durable_household_equipment","X2020.5",397579
"2257","Recreational_goods_and_vehicles","X2020.5",591857
"2258","Other_durable_goods","X2020.5",208183
"2259","Food_and_beverages_purchased_for_off-premises_consumption","X2020.5",1139435
"2260","Clothing_and_footwear","X2020.5",416473
"2261","Gasoline_and_other_energy_goods","X2020.5",274934
"2262","Other_nondurable_goods","X2020.5",1250914
"2263","Housing_and_utilities","X2020.5",2462414
"2264","Health_care","X2020.5",2185591
"2265","Transportation_services","X2020.5",321088
"2266","Recreation_services","X2020.5",421528
"2267","Food_services_and_accommodations","X2020.5",730161
"2268","Financial_services_and_insurance","X2020.5",1048149
"2269","Motor_vehicles_and_parts","X2020.6",585080
"2270","Furnishings_and_durable_household_equipment","X2020.6",403002
"2271","Recreational_goods_and_vehicles","X2020.6",590833
"2272","Other_durable_goods","X2020.6",226823
"2273","Food_and_beverages_purchased_for_off-premises_consumption","X2020.6",1157421
"2274","Clothing_and_footwear","X2020.6",415296
"2275","Gasoline_and_other_energy_goods","X2020.6",282941
"2276","Other_nondurable_goods","X2020.6",1264127
"2277","Housing_and_utilities","X2020.6",2472577
"2278","Health_care","X2020.6",2226103
"2279","Transportation_services","X2020.6",333040
"2280","Recreation_services","X2020.6",425128
"2281","Food_services_and_accommodations","X2020.6",760807
"2282","Financial_services_and_insurance","X2020.6",1046554
"2283","Motor_vehicles_and_parts","X2020.7",582178
"2284","Furnishings_and_durable_household_equipment","X2020.7",401836
"2285","Recreational_goods_and_vehicles","X2020.7",594228
"2286","Other_durable_goods","X2020.7",232978
"2287","Food_and_beverages_purchased_for_off-premises_consumption","X2020.7",1140652
"2288","Clothing_and_footwear","X2020.7",412295
"2289","Gasoline_and_other_energy_goods","X2020.7",283383
"2290","Other_nondurable_goods","X2020.7",1267203
"2291","Housing_and_utilities","X2020.7",2469179
"2292","Health_care","X2020.7",2241032
"2293","Transportation_services","X2020.7",341072
"2294","Recreation_services","X2020.7",432464
"2295","Food_services_and_accommodations","X2020.7",805981
"2296","Financial_services_and_insurance","X2020.7",1054346
"2297","Motor_vehicles_and_parts","X2020.8",583137
"2298","Furnishings_and_durable_household_equipment","X2020.8",405712
"2299","Recreational_goods_and_vehicles","X2020.8",602643
"2300","Other_durable_goods","X2020.8",238064
"2301","Food_and_beverages_purchased_for_off-premises_consumption","X2020.8",1145907
"2302","Clothing_and_footwear","X2020.8",447035
"2303","Gasoline_and_other_energy_goods","X2020.8",296582
"2304","Other_nondurable_goods","X2020.8",1281502
"2305","Housing_and_utilities","X2020.8",2472922
"2306","Health_care","X2020.8",2292319
"2307","Transportation_services","X2020.8",345106
"2308","Recreation_services","X2020.8",446692
"2309","Food_services_and_accommodations","X2020.8",819669
"2310","Financial_services_and_insurance","X2020.8",1058658
"2311","Motor_vehicles_and_parts","X2020.9",571880
"2312","Furnishings_and_durable_household_equipment","X2020.9",405259
"2313","Recreational_goods_and_vehicles","X2020.9",613993
"2314","Other_durable_goods","X2020.9",240220
"2315","Food_and_beverages_purchased_for_off-premises_consumption","X2020.9",1139751
"2316","Clothing_and_footwear","X2020.9",441473
"2317","Gasoline_and_other_energy_goods","X2020.9",286767
"2318","Other_nondurable_goods","X2020.9",1285154
"2319","Housing_and_utilities","X2020.9",2478647
"2320","Health_care","X2020.9",2322396
"2321","Transportation_services","X2020.9",352604
"2322","Recreation_services","X2020.9",447190
"2323","Food_services_and_accommodations","X2020.9",817289
"2324","Financial_services_and_insurance","X2020.9",1065336
"2325","Motor_vehicles_and_parts","X2020.10",571363
"2326","Furnishings_and_durable_household_equipment","X2020.10",398507
"2327","Recreational_goods_and_vehicles","X2020.10",612179
"2328","Other_durable_goods","X2020.10",242506
"2329","Food_and_beverages_purchased_for_off-premises_consumption","X2020.10",1148355
"2330","Clothing_and_footwear","X2020.10",427767
"2331","Gasoline_and_other_energy_goods","X2020.10",278276
"2332","Other_nondurable_goods","X2020.10",1284124
"2333","Housing_and_utilities","X2020.10",2472954
"2334","Health_care","X2020.10",2346557
"2335","Transportation_services","X2020.10",349192
"2336","Recreation_services","X2020.10",439160
"2337","Food_services_and_accommodations","X2020.10",784644
"2338","Financial_services_and_insurance","X2020.10",1078765
"2339","Motor_vehicles_and_parts","X2020.11",589997
"2340","Furnishings_and_durable_household_equipment","X2020.11",404818
"2341","Recreational_goods_and_vehicles","X2020.11",614947
"2342","Other_durable_goods","X2020.11",247518
"2343","Food_and_beverages_purchased_for_off-premises_consumption","X2020.11",1146754
"2344","Clothing_and_footwear","X2020.11",437428
"2345","Gasoline_and_other_energy_goods","X2020.11",277062
"2346","Other_nondurable_goods","X2020.11",1294692
"2347","Housing_and_utilities","X2020.11",2502843
"2348","Health_care","X2020.11",2342261
"2349","Transportation_services","X2020.11",355211
"2350","Recreation_services","X2020.11",433974
"2351","Food_services_and_accommodations","X2020.11",754530
"2352","Financial_services_and_insurance","X2020.11",1082944
"2353","Motor_vehicles_and_parts","X2021",606036
"2354","Furnishings_and_durable_household_equipment","X2021",432651
"2355","Recreational_goods_and_vehicles","X2021",630976
"2356","Other_durable_goods","X2021",249529
"2357","Food_and_beverages_purchased_for_off-premises_consumption","X2021",1182524
"2358","Clothing_and_footwear","X2021",457376
"2359","Gasoline_and_other_energy_goods","X2021",287139
"2360","Other_nondurable_goods","X2021",1290256
"2361","Housing_and_utilities","X2021",2497061
"2362","Health_care","X2021",2327655
"2363","Transportation_services","X2021",359642
"2364","Recreation_services","X2021",461833
"2365","Food_services_and_accommodations","X2021",807232
"2366","Financial_services_and_insurance","X2021",1084047
"2367","Motor_vehicles_and_parts","X2021.1",594154
"2368","Furnishings_and_durable_household_equipment","X2021.1",411399
"2369","Recreational_goods_and_vehicles","X2021.1",601168
"2370","Other_durable_goods","X2021.1",246273
"2371","Food_and_beverages_purchased_for_off-premises_consumption","X2021.1",1167181
"2372","Clothing_and_footwear","X2021.1",434456
"2373","Gasoline_and_other_energy_goods","X2021.1",284956
"2374","Other_nondurable_goods","X2021.1",1260962
"2375","Housing_and_utilities","X2021.1",2518961
"2376","Health_care","X2021.1",2315966
"2377","Transportation_services","X2021.1",352733
"2378","Recreation_services","X2021.1",460385
"2379","Food_services_and_accommodations","X2021.1",787853
"2380","Financial_services_and_insurance","X2021.1",1086938
"2381","Motor_vehicles_and_parts","X2021.2",717105
"2382","Furnishings_and_durable_household_equipment","X2021.2",449585
"2383","Recreational_goods_and_vehicles","X2021.2",674917
"2384","Other_durable_goods","X2021.2",270940
"2385","Food_and_beverages_purchased_for_off-premises_consumption","X2021.2",1197225
"2386","Clothing_and_footwear","X2021.2",507547
"2387","Gasoline_and_other_energy_goods","X2021.2",297437
"2388","Other_nondurable_goods","X2021.2",1334452
"2389","Housing_and_utilities","X2021.2",2507831
"2390","Health_care","X2021.2",2345610
"2391","Transportation_services","X2021.2",379460
"2392","Recreation_services","X2021.2",486692
"2393","Food_services_and_accommodations","X2021.2",882849
"2394","Financial_services_and_insurance","X2021.2",1090783
"2395","Motor_vehicles_and_parts","X2021.3",719574
"2396","Furnishings_and_durable_household_equipment","X2021.3",447361
"2397","Recreational_goods_and_vehicles","X2021.3",670052
"2398","Other_durable_goods","X2021.3",267867
"2399","Food_and_beverages_purchased_for_off-premises_consumption","X2021.3",1205346
"2400","Clothing_and_footwear","X2021.3",503178
"2401","Gasoline_and_other_energy_goods","X2021.3",304336
"2402","Other_nondurable_goods","X2021.3",1331674
"2403","Housing_and_utilities","X2021.3",2506344
"2404","Health_care","X2021.3",2382042
"2405","Transportation_services","X2021.3",400493
"2406","Recreation_services","X2021.3",502853
"2407","Food_services_and_accommodations","X2021.3",910601
"2408","Financial_services_and_insurance","X2021.3",1086895
"2409","Motor_vehicles_and_parts","X2021.4",660193
"2410","Furnishings_and_durable_household_equipment","X2021.4",427194
"2411","Recreational_goods_and_vehicles","X2021.4",648039
"2412","Other_durable_goods","X2021.4",266976
"2413","Food_and_beverages_purchased_for_off-premises_consumption","X2021.4",1195383
"2414","Clothing_and_footwear","X2021.4",500240
"2415","Gasoline_and_other_energy_goods","X2021.4",309018
"2416","Other_nondurable_goods","X2021.4",1311747
"2417","Housing_and_utilities","X2021.4",2517987
"2418","Health_care","X2021.4",2403367
"2419","Transportation_services","X2021.4",419788
"2420","Recreation_services","X2021.4",513902
"2421","Food_services_and_accommodations","X2021.4",931751
"2422","Financial_services_and_insurance","X2021.4",1086983
"2423","Motor_vehicles_and_parts","X2021.5",611789
"2424","Furnishings_and_durable_household_equipment","X2021.5",428111
"2425","Recreational_goods_and_vehicles","X2021.5",668826
"2426","Other_durable_goods","X2021.5",276302
"2427","Food_and_beverages_purchased_for_off-premises_consumption","X2021.5",1198551
"2428","Clothing_and_footwear","X2021.5",514147
"2429","Gasoline_and_other_energy_goods","X2021.5",322407
"2430","Other_nondurable_goods","X2021.5",1337409
"2431","Housing_and_utilities","X2021.5",2528603
"2432","Health_care","X2021.5",2420519
"2433","Transportation_services","X2021.5",437214
"2434","Recreation_services","X2021.5",522927
"2435","Food_services_and_accommodations","X2021.5",959491
"2436","Financial_services_and_insurance","X2021.5",1087906
"2437","Motor_vehicles_and_parts","X2021.6",580257
"2438","Furnishings_and_durable_household_equipment","X2021.6",418700
"2439","Recreational_goods_and_vehicles","X2021.6",634622
"2440","Other_durable_goods","X2021.6",270365
"2441","Food_and_beverages_purchased_for_off-premises_consumption","X2021.6",1184437
"2442","Clothing_and_footwear","X2021.6",494216
"2443","Gasoline_and_other_energy_goods","X2021.6",324534
"2444","Other_nondurable_goods","X2021.6",1316215
"2445","Housing_and_utilities","X2021.6",2522185
"2446","Health_care","X2021.6",2429727
"2447","Transportation_services","X2021.6",459732
"2448","Recreation_services","X2021.6",544465
"2449","Food_services_and_accommodations","X2021.6",971390
"2450","Financial_services_and_insurance","X2021.6",1093420
"2451","Motor_vehicles_and_parts","X2021.7",559916
"2452","Furnishings_and_durable_household_equipment","X2021.7",419587
"2453","Recreational_goods_and_vehicles","X2021.7",649440
"2454","Other_durable_goods","X2021.7",269865
"2455","Food_and_beverages_purchased_for_off-premises_consumption","X2021.7",1208496
"2456","Clothing_and_footwear","X2021.7",496175
"2457","Gasoline_and_other_energy_goods","X2021.7",316275
"2458","Other_nondurable_goods","X2021.7",1338921
"2459","Housing_and_utilities","X2021.7",2542129
"2460","Health_care","X2021.7",2444581
"2461","Transportation_services","X2021.7",472591
"2462","Recreation_services","X2021.7",544092
"2463","Food_services_and_accommodations","X2021.7",973984
"2464","Financial_services_and_insurance","X2021.7",1091524
"2465","Motor_vehicles_and_parts","X2021.8",557113
"2466","Furnishings_and_durable_household_equipment","X2021.8",417673
"2467","Recreational_goods_and_vehicles","X2021.8",654216
"2468","Other_durable_goods","X2021.8",273579
"2469","Food_and_beverages_purchased_for_off-premises_consumption","X2021.8",1198344
"2470","Clothing_and_footwear","X2021.8",500907
"2471","Gasoline_and_other_energy_goods","X2021.8",320474
"2472","Other_nondurable_goods","X2021.8",1336862
"2473","Housing_and_utilities","X2021.8",2542188
"2474","Health_care","X2021.8",2456701
"2475","Transportation_services","X2021.8",482373
"2476","Recreation_services","X2021.8",558291
"2477","Food_services_and_accommodations","X2021.8",974685
"2478","Financial_services_and_insurance","X2021.8",1089870
"2479","Motor_vehicles_and_parts","X2021.9",577407
"2480","Furnishings_and_durable_household_equipment","X2021.9",423736
"2481","Recreational_goods_and_vehicles","X2021.9",668642
"2482","Other_durable_goods","X2021.9",281886
"2483","Food_and_beverages_purchased_for_off-premises_consumption","X2021.9",1200877
"2484","Clothing_and_footwear","X2021.9",500555
"2485","Gasoline_and_other_energy_goods","X2021.9",321778
"2486","Other_nondurable_goods","X2021.9",1347549
"2487","Housing_and_utilities","X2021.9",2538128
"2488","Health_care","X2021.9",2465936
"2489","Transportation_services","X2021.9",485601
"2490","Recreation_services","X2021.9",565938
"2491","Food_services_and_accommodations","X2021.9",970699
"2492","Financial_services_and_insurance","X2021.9",1099205
"2493","Motor_vehicles_and_parts","X2021.10",575819
"2494","Furnishings_and_durable_household_equipment","X2021.10",421568
"2495","Recreational_goods_and_vehicles","X2021.10",674517
"2496","Other_durable_goods","X2021.10",286472
"2497","Food_and_beverages_purchased_for_off-premises_consumption","X2021.10",1197416
"2498","Clothing_and_footwear","X2021.10",501457
"2499","Gasoline_and_other_energy_goods","X2021.10",324067
"2500","Other_nondurable_goods","X2021.10",1351387
"2501","Housing_and_utilities","X2021.10",2548662
"2502","Health_care","X2021.10",2473354
"2503","Transportation_services","X2021.10",479825
"2504","Recreation_services","X2021.10",573943
"2505","Food_services_and_accommodations","X2021.10",978719
"2506","Financial_services_and_insurance","X2021.10",1098407
"2507","Motor_vehicles_and_parts","X2021.11",568249
"2508","Furnishings_and_durable_household_equipment","X2021.11",411624
"2509","Recreational_goods_and_vehicles","X2021.11",669599
"2510","Other_durable_goods","X2021.11",273735
"2511","Food_and_beverages_purchased_for_off-premises_consumption","X2021.11",1197244
"2512","Clothing_and_footwear","X2021.11",485364
"2513","Gasoline_and_other_energy_goods","X2021.11",322675
"2514","Other_nondurable_goods","X2021.11",1345231
"2515","Housing_and_utilities","X2021.11",2549193
"2516","Health_care","X2021.11",2486024
"2517","Transportation_services","X2021.11",481616
"2518","Recreation_services","X2021.11",577317
"2519","Food_services_and_accommodations","X2021.11",968777
"2520","Financial_services_and_insurance","X2021.11",1099472
"2521","Motor_vehicles_and_parts","X2022",593833
"2522","Furnishings_and_durable_household_equipment","X2022",414257
"2523","Recreational_goods_and_vehicles","X2022",682558
"2524","Other_durable_goods","X2022",270920
"2525","Food_and_beverages_purchased_for_off-premises_consumption","X2022",1202539
"2526","Clothing_and_footwear","X2022",482903
"2527","Gasoline_and_other_energy_goods","X2022",311628
"2528","Other_nondurable_goods","X2022",1359725
"2529","Housing_and_utilities","X2022",2583597
"2530","Health_care","X2022",2475486
"2531","Transportation_services","X2022",472953
"2532","Recreation_services","X2022",563230
"2533","Food_services_and_accommodations","X2022",939072
"2534","Financial_services_and_insurance","X2022",1088351
"2535","Motor_vehicles_and_parts","X2022.1",566940
"2536","Furnishings_and_durable_household_equipment","X2022.1",412054
"2537","Recreational_goods_and_vehicles","X2022.1",669623
"2538","Other_durable_goods","X2022.1",280294
"2539","Food_and_beverages_purchased_for_off-premises_consumption","X2022.1",1186347
"2540","Clothing_and_footwear","X2022.1",481218
"2541","Gasoline_and_other_energy_goods","X2022.1",322688
"2542","Other_nondurable_goods","X2022.1",1342332
"2543","Housing_and_utilities","X2022.1",2580530
"2544","Health_care","X2022.1",2475755
"2545","Transportation_services","X2022.1",481358
"2546","Recreation_services","X2022.1",575150
"2547","Food_services_and_accommodations","X2022.1",970999
"2548","Financial_services_and_insurance","X2022.1",1087230
"2549","Motor_vehicles_and_parts","X2022.2",574872
"2550","Furnishings_and_durable_household_equipment","X2022.2",412021
"2551","Recreational_goods_and_vehicles","X2022.2",674509
"2552","Other_durable_goods","X2022.2",284506
"2553","Food_and_beverages_purchased_for_off-premises_consumption","X2022.2",1179186
"2554","Clothing_and_footwear","X2022.2",491018
"2555","Gasoline_and_other_energy_goods","X2022.2",320922
"2556","Other_nondurable_goods","X2022.2",1346308
"2557","Housing_and_utilities","X2022.2",2581068
"2558","Health_care","X2022.2",2482869
"2559","Transportation_services","X2022.2",483367
"2560","Recreation_services","X2022.2",584374
"2561","Food_services_and_accommodations","X2022.2",998006
"2562","Financial_services_and_insurance","X2022.2",1084925
"2563","Motor_vehicles_and_parts","X2022.3",588725
"2564","Furnishings_and_durable_household_equipment","X2022.3",413190
"2565","Recreational_goods_and_vehicles","X2022.3",679127
"2566","Other_durable_goods","X2022.3",288291
"2567","Food_and_beverages_purchased_for_off-premises_consumption","X2022.3",1176988
"2568","Clothing_and_footwear","X2022.3",494612
"2569","Gasoline_and_other_energy_goods","X2022.3",314096
"2570","Other_nondurable_goods","X2022.3",1356123
"2571","Housing_and_utilities","X2022.3",2602201
"2572","Health_care","X2022.3",2481641
"2573","Transportation_services","X2022.3",475231
"2574","Recreation_services","X2022.3",585412
"2575","Food_services_and_accommodations","X2022.3",1018649
"2576","Financial_services_and_insurance","X2022.3",1082811
"2577","Motor_vehicles_and_parts","X2022.4",562258
"2578","Furnishings_and_durable_household_equipment","X2022.4",413120
"2579","Recreational_goods_and_vehicles","X2022.4",663956
"2580","Other_durable_goods","X2022.4",278175
"2581","Food_and_beverages_purchased_for_off-premises_consumption","X2022.4",1172947
"2582","Clothing_and_footwear","X2022.4",492989
"2583","Gasoline_and_other_energy_goods","X2022.4",316672
"2584","Other_nondurable_goods","X2022.4",1354714
"2585","Housing_and_utilities","X2022.4",2600881
"2586","Health_care","X2022.4",2482846
"2587","Transportation_services","X2022.4",481647
"2588","Recreation_services","X2022.4",587499
"2589","Food_services_and_accommodations","X2022.4",1019753
"2590","Financial_services_and_insurance","X2022.4",1079613
"2591","Motor_vehicles_and_parts","X2022.5",566895
"2592","Furnishings_and_durable_household_equipment","X2022.5",410667
"2593","Recreational_goods_and_vehicles","X2022.5",660542
"2594","Other_durable_goods","X2022.5",282469
"2595","Food_and_beverages_purchased_for_off-premises_consumption","X2022.5",1171874
"2596","Clothing_and_footwear","X2022.5",489690
"2597","Gasoline_and_other_energy_goods","X2022.5",310584
"2598","Other_nondurable_goods","X2022.5",1354994
"2599","Housing_and_utilities","X2022.5",2596595
"2600","Health_care","X2022.5",2494171
"2601","Transportation_services","X2022.5",478541
"2602","Recreation_services","X2022.5",586934
"2603","Food_services_and_accommodations","X2022.5",1025722
"2604","Financial_services_and_insurance","X2022.5",1079569
"2605","Motor_vehicles_and_parts","X2022.6",560102
"2606","Furnishings_and_durable_household_equipment","X2022.6",409135
"2607","Recreational_goods_and_vehicles","X2022.6",672129
"2608","Other_durable_goods","X2022.6",283412
"2609","Food_and_beverages_purchased_for_off-premises_consumption","X2022.6",1158413
"2610","Clothing_and_footwear","X2022.6",483860
"2611","Gasoline_and_other_energy_goods","X2022.6",307511
"2612","Other_nondurable_goods","X2022.6",1350935
"2613","Housing_and_utilities","X2022.6",2598894
"2614","Health_care","X2022.6",2508754
"2615","Transportation_services","X2022.6",470894
"2616","Recreation_services","X2022.6",585669
"2617","Food_services_and_accommodations","X2022.6",1018670
"2618","Financial_services_and_insurance","X2022.6",1086639
"2619","Motor_vehicles_and_parts","X2022.7",567285
"2620","Furnishings_and_durable_household_equipment","X2022.7",411249
"2621","Recreational_goods_and_vehicles","X2022.7",674011
"2622","Other_durable_goods","X2022.7",284079
"2623","Food_and_beverages_purchased_for_off-premises_consumption","X2022.7",1159429
"2624","Clothing_and_footwear","X2022.7",489788
"2625","Gasoline_and_other_energy_goods","X2022.7",311974
"2626","Other_nondurable_goods","X2022.7",1352585
"2627","Housing_and_utilities","X2022.7",2597849
"2628","Health_care","X2022.7",2524794
"2629","Transportation_services","X2022.7",478534
"2630","Recreation_services","X2022.7",590084
"2631","Food_services_and_accommodations","X2022.7",1037564
"2632","Financial_services_and_insurance","X2022.7",1094844
"2633","Motor_vehicles_and_parts","X2022.8",565943
"2634","Furnishings_and_durable_household_equipment","X2022.8",409247
"2635","Recreational_goods_and_vehicles","X2022.8",670496
"2636","Other_durable_goods","X2022.8",280403
"2637","Food_and_beverages_purchased_for_off-premises_consumption","X2022.8",1161036
"2638","Clothing_and_footwear","X2022.8",494947
"2639","Gasoline_and_other_energy_goods","X2022.8",314803
"2640","Other_nondurable_goods","X2022.8",1360780
"2641","Housing_and_utilities","X2022.8",2595693
"2642","Health_care","X2022.8",2531199
"2643","Transportation_services","X2022.8",483568
"2644","Recreation_services","X2022.8",591566
"2645","Food_services_and_accommodations","X2022.8",1039451
"2646","Financial_services_and_insurance","X2022.8",1088524
"2647","Motor_vehicles_and_parts","X2022.9",575058
"2648","Furnishings_and_durable_household_equipment","X2022.9",415451
"2649","Recreational_goods_and_vehicles","X2022.9",676606
"2650","Other_durable_goods","X2022.9",281864
"2651","Food_and_beverages_purchased_for_off-premises_consumption","X2022.9",1161483
"2652","Clothing_and_footwear","X2022.9",495497
"2653","Gasoline_and_other_energy_goods","X2022.9",311662
"2654","Other_nondurable_goods","X2022.9",1359584
"2655","Housing_and_utilities","X2022.9",2603319
"2656","Health_care","X2022.9",2550401
"2657","Transportation_services","X2022.9",482750
"2658","Recreation_services","X2022.9",593586
"2659","Food_services_and_accommodations","X2022.9",1039950
"2660","Financial_services_and_insurance","X2022.9",1088309
"2661","Motor_vehicles_and_parts","X2022.10",561775
"2662","Furnishings_and_durable_household_equipment","X2022.10",409362
"2663","Recreational_goods_and_vehicles","X2022.10",659659
"2664","Other_durable_goods","X2022.10",276797
"2665","Food_and_beverages_purchased_for_off-premises_consumption","X2022.10",1156780
"2666","Clothing_and_footwear","X2022.10",487972
"2667","Gasoline_and_other_energy_goods","X2022.10",312033
"2668","Other_nondurable_goods","X2022.10",1357850
"2669","Housing_and_utilities","X2022.10",2612775
"2670","Health_care","X2022.10",2568712
"2671","Transportation_services","X2022.10",470192
"2672","Recreation_services","X2022.10",596114
"2673","Food_services_and_accommodations","X2022.10",1030053
"2674","Financial_services_and_insurance","X2022.10",1098163
"2675","Motor_vehicles_and_parts","X2022.11",549122
"2676","Furnishings_and_durable_household_equipment","X2022.11",406283
"2677","Recreational_goods_and_vehicles","X2022.11",672763
"2678","Other_durable_goods","X2022.11",271307
"2679","Food_and_beverages_purchased_for_off-premises_consumption","X2022.11",1150006
"2680","Clothing_and_footwear","X2022.11",485021
"2681","Gasoline_and_other_energy_goods","X2022.11",311954
"2682","Other_nondurable_goods","X2022.11",1358659
"2683","Housing_and_utilities","X2022.11",2624776
"2684","Health_care","X2022.11",2584974
"2685","Transportation_services","X2022.11",476435
"2686","Recreation_services","X2022.11",600919
"2687","Food_services_and_accommodations","X2022.11",1019801
"2688","Financial_services_and_insurance","X2022.11",1100036
"2689","Motor_vehicles_and_parts","X2023",603990
"2690","Furnishings_and_durable_household_equipment","X2023",425823
"2691","Recreational_goods_and_vehicles","X2023",701666
"2692","Other_durable_goods","X2023",284747
"2693","Food_and_beverages_purchased_for_off-premises_consumption","X2023",1153140
"2694","Clothing_and_footwear","X2023",502227
"2695","Gasoline_and_other_energy_goods","X2023",313232
"2696","Other_nondurable_goods","X2023",1378644
"2697","Housing_and_utilities","X2023",2587013
"2698","Health_care","X2023",2610140
"2699","Transportation_services","X2023",477907
"2700","Recreation_services","X2023",609688
"2701","Food_services_and_accommodations","X2023",1063622
"2702","Financial_services_and_insurance","X2023",1105297
"2703","Motor_vehicles_and_parts","X2023.1",601687
"2704","Furnishings_and_durable_household_equipment","X2023.1",416038
"2705","Recreational_goods_and_vehicles","X2023.1",694615
"2706","Other_durable_goods","X2023.1",280290
"2707","Food_and_beverages_purchased_for_off-premises_consumption","X2023.1",1156724
"2708","Clothing_and_footwear","X2023.1",495998
"2709","Gasoline_and_other_energy_goods","X2023.1",319659
"2710","Other_nondurable_goods","X2023.1",1380644
"2711","Housing_and_utilities","X2023.1",2599136
"2712","Health_care","X2023.1",2632075
"2713","Transportation_services","X2023.1",479823
"2714","Recreation_services","X2023.1",606696
"2715","Food_services_and_accommodations","X2023.1",1039999
"2716","Financial_services_and_insurance","X2023.1",1110776
"2717","Motor_vehicles_and_parts","X2023.2",598395
"2718","Furnishings_and_durable_household_equipment","X2023.2",406949
"2719","Recreational_goods_and_vehicles","X2023.2",686884
"2720","Other_durable_goods","X2023.2",276022
"2721","Food_and_beverages_purchased_for_off-premises_consumption","X2023.2",1141334
"2722","Clothing_and_footwear","X2023.2",487323
"2723","Gasoline_and_other_energy_goods","X2023.2",319440
"2724","Other_nondurable_goods","X2023.2",1363276
"2725","Housing_and_utilities","X2023.2",2619434
"2726","Health_care","X2023.2",2646614
"2727","Transportation_services","X2023.2",475128
"2728","Recreation_services","X2023.2",600937
"2729","Food_services_and_accommodations","X2023.2",1036799
"2730","Financial_services_and_insurance","X2023.2",1117545
"2731","Motor_vehicles_and_parts","X2023.3",600429
"2732","Furnishings_and_durable_household_equipment","X2023.3",411111
"2733","Recreational_goods_and_vehicles","X2023.3",702365
"2734","Other_durable_goods","X2023.3",278132
"2735","Food_and_beverages_purchased_for_off-premises_consumption","X2023.3",1147997
"2736","Clothing_and_footwear","X2023.3",487615
"2737","Gasoline_and_other_energy_goods","X2023.3",321318
"2738","Other_nondurable_goods","X2023.3",1379008
"2739","Housing_and_utilities","X2023.3",2608081
"2740","Health_care","X2023.3",2645242
"2741","Transportation_services","X2023.3",479259
"2742","Recreation_services","X2023.3",608339
"2743","Food_services_and_accommodations","X2023.3",1035811
"2744","Financial_services_and_insurance","X2023.3",1128949
"2745","Motor_vehicles_and_parts","X2023.4",589944
"2746","Furnishings_and_durable_household_equipment","X2023.4",414791
"2747","Recreational_goods_and_vehicles","X2023.4",710958
"2748","Other_durable_goods","X2023.4",280526
"2749","Food_and_beverages_purchased_for_off-premises_consumption","X2023.4",1149522
"2750","Clothing_and_footwear","X2023.4",488442
"2751","Gasoline_and_other_energy_goods","X2023.4",315688
"2752","Other_nondurable_goods","X2023.4",1378313
"2753","Housing_and_utilities","X2023.4",2606573
"2754","Health_care","X2023.4",2647449
"2755","Transportation_services","X2023.4",483391
"2756","Recreation_services","X2023.4",599594
"2757","Food_services_and_accommodations","X2023.4",1042802
"2758","Financial_services_and_insurance","X2023.4",1133837
"2759","Motor_vehicles_and_parts","X2023.5",582135
"2760","Furnishings_and_durable_household_equipment","X2023.5",418323
"2761","Recreational_goods_and_vehicles","X2023.5",716962
"2762","Other_durable_goods","X2023.5",280090
"2763","Food_and_beverages_purchased_for_off-premises_consumption","X2023.5",1146653
"2764","Clothing_and_footwear","X2023.5",486791
"2765","Gasoline_and_other_energy_goods","X2023.5",318754
"2766","Other_nondurable_goods","X2023.5",1380382
"2767","Housing_and_utilities","X2023.5",2600884
"2768","Health_care","X2023.5",2652122
"2769","Transportation_services","X2023.5",478373
"2770","Recreation_services","X2023.5",608654
"2771","Food_services_and_accommodations","X2023.5",1044812
"2772","Financial_services_and_insurance","X2023.5",1146287
"2773","Motor_vehicles_and_parts","X2023.6",582527
"2774","Furnishings_and_durable_household_equipment","X2023.6",420739
"2775","Recreational_goods_and_vehicles","X2023.6",734733
"2776","Other_durable_goods","X2023.6",281015
"2777","Food_and_beverages_purchased_for_off-premises_consumption","X2023.6",1153055
"2778","Clothing_and_footwear","X2023.6",493501
"2779","Gasoline_and_other_energy_goods","X2023.6",314825
"2780","Other_nondurable_goods","X2023.6",1393061
"2781","Housing_and_utilities","X2023.6",2619873
"2782","Health_care","X2023.6",2658710
"2783","Transportation_services","X2023.6",477034
"2784","Recreation_services","X2023.6",611008
"2785","Food_services_and_accommodations","X2023.6",1051158
"2786","Financial_services_and_insurance","X2023.6",1148440
"2787","Motor_vehicles_and_parts","X2023.7",578902
"2788","Furnishings_and_durable_household_equipment","X2023.7",419014
"2789","Recreational_goods_and_vehicles","X2023.7",735052
"2790","Other_durable_goods","X2023.7",283182
"2791","Food_and_beverages_purchased_for_off-premises_consumption","X2023.7",1151781
"2792","Clothing_and_footwear","X2023.7",493095
"2793","Gasoline_and_other_energy_goods","X2023.7",317410
"2794","Other_nondurable_goods","X2023.7",1394322
"2795","Housing_and_utilities","X2023.7",2617507
"2796","Health_care","X2023.7",2666642
"2797","Transportation_services","X2023.7",477713
"2798","Recreation_services","X2023.7",612418
"2799","Food_services_and_accommodations","X2023.7",1054061
"2800","Financial_services_and_insurance","X2023.7",1142153
"2801","Motor_vehicles_and_parts","X2023.8",584755
"2802","Furnishings_and_durable_household_equipment","X2023.8",421229
"2803","Recreational_goods_and_vehicles","X2023.8",740430
"2804","Other_durable_goods","X2023.8",284274
"2805","Food_and_beverages_purchased_for_off-premises_consumption","X2023.8",1153899
